date,total_ad_spend,shopify_revenue,overall_roas,meta_amount_spent,meta_website_purchases_conversion_value,meta_website_purchase_roas,meta_website_purchases,google_cost,google_conv_value,google_conv_value_per_cost,google_conversions
YYYY-MM-DD, , , , , , , , , , , 
